x^3, x^2, x,   , fitness
10.000000, -264.000000, 966.000000, 854.000000, 53537007124.000000
0.000000, 79.000000, -366.000000, 669.000000, 2194058320.000000
0.000000, 79.000000, -366.000000, 669.000000, 2194058320.000000
0.000000, 79.000000, -366.000000, 669.000000, 2194058320.000000
0.000000, 79.000000, -366.000000, 669.000000, 2194058320.000000
1.000000, 66.000000, -878.000000, 469.000000, 151691944.000000
1.000000, 66.000000, -878.000000, 469.000000, 151691944.000000
1.000000, 66.000000, -878.000000, 469.000000, 151691944.000000
1.000000, 66.000000, -878.000000, 469.000000, 151691944.000000
1.000000, 66.000000, -878.000000, 890.000000, 139264024.000000
1.000000, 66.000000, -895.000000, 668.000000, 138839572.000000
1.000000, 66.000000, -895.000000, 890.000000, 127863892.000000
1.000000, 66.000000, -895.000000, 890.000000, 127863892.000000
1.000000, 66.000000, -895.000000, 890.000000, 127863892.000000
1.000000, 66.000000, -895.000000, 890.000000, 127863892.000000
1.000000, 66.000000, -895.000000, 890.000000, 127863892.000000
1.000000, 66.000000, -895.000000, 890.000000, 127863892.000000
1.000000, 66.000000, -895.000000, 928.000000, 126380372.000000
1.000000, 66.000000, -895.000000, 943.000000, 125826572.000000
1.000000, 66.000000, -895.000000, 943.000000, 125826572.000000
1.000000, 66.000000, -895.000000, 997.000000, 123981932.000000
1.000000, 66.000000, -899.000000, 978.000000, 123204468.000000
1.000000, 66.000000, -899.000000, 978.000000, 123204468.000000
1.000000, 66.000000, -899.000000, 978.000000, 123204468.000000
1.000000, 66.000000, -899.000000, 998.000000, 122418868.000000
1.000000, 57.000000, -643.000000, 732.000000, 119113160.000000
1.000000, 57.000000, -643.000000, 994.000000, 111787640.000000
1.000000, 57.000000, -643.000000, 997.000000, 111735560.000000
1.000000, 57.000000, -643.000000, 997.000000, 111735560.000000
1.000000, 62.000000, -786.000000, 933.000000, 91001832.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 997.000000, 88894952.000000
1.000000, 62.000000, -786.000000, 998.000000, 88864632.000000
1.000000, 62.000000, -786.000000, 998.000000, 88864632.000000
1.000000, 62.000000, -786.000000, 998.000000, 88864632.000000
1.000000, 62.000000, -785.000000, 997.000000, 88834108.000000
1.000000, 62.000000, -785.000000, 997.000000, 88834108.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -786.000000, 1000.000000, 88804232.000000
1.000000, 62.000000, -785.000000, 1000.000000, 88748308.000000
1.000000, 62.000000, -785.000000, 1000.000000, 88748308.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
1.000000, 62.000000, -784.000000, 1000.000000, 88736664.000000
